0,0
0.16199704,0
0.167516599,0.888888889
0.194524438,0.962962963
0.194644428,1.851851852
0.281037517,1.851851852
0.286527078,2.518518519
0.36213103,2.592592593
0.594442445,3.555555556
0.594542437,4.296296296
0.637738981,4.296296296
0.659447244,5.111111111
0.659587233,6.148148148
0.756799456,6.296296296
0.762299016,7.037037037
0.816314695,7.185185185
0.816434685,8.074074074
0.897428206,8.074074074
0.913716903,8.740740741
1.259339253,9.111111111
1.264828814,9.777777778
1.297226222,9.777777778
1.302795776,11.03703704
1.335193185,11.03703704
1.34075274,12.22222222
1.508159347,12.37037037
1.513658907,13.11111111
1.681065515,13.25925926
1.692044636,14.59259259
2.016028718,14.66666667
2.021578274,15.77777778
2.41574674,15.77777778
2.421476282,18.22222222
2.453883689,18.2962963
2.454043677,19.48148148
2.891418687,19.55555556
2.891598672,20.88888889
3.021198304,20.96296296
3.026787857,22.37037037
3.609951204,22.44444444
3.615550756,23.92592593
3.653347732,23.92592593
3.658957283,25.48148148
3.772348212,25.48148148
3.772548196,26.96296296
4.587892969,27.03703704
4.5937525,30.44444444
5,30.37037037
